violationID|municipalCodeNum|violationName|violationLetter|active
218|847|§4-302. Location and Height Limitations|No fence shall be constructed which exceeds any of the following height limitations: A. Location. No fence may be erected in the front yard (closer the street than the front building line). All fences must be erected with the finished side facing other properties and not facing inward. All fences must comply with all other provisions of this Code of Ordinances. B. Forty-eight inches in front of the building line applicable to the subject property. C. Seventy-two inches, for all zones except Industrial, behind the front building line applicable to the subject property, except as otherwise provided in paragraph .D below. D. No fence may be erected which obstructs the required clear sight triangle at any intersection. E. Ninety-six inches in any Industrial zoning district.|True
219|847|§4-309. Fences Surrounding Pools or Other Structures|1. All pools, swimming pools, water retention basins and other structures, temporary or permanent and above or below ground, which may hold water, shall be surrounded by a fence, except as provided in subsection .4 hereof. 2. Fences required by subsection .1 hereof may surround the pool or the property. The wall of a building may constitute a portion of the fence. Such fences shall be adequate to make the structure containing the water inaccessible to small children. 3. Fences required by subsection .1 hereof shall not be less than 4 feet in height and shall be subject to the height limitations imposed in §4-302. Further, such fences shall be constructed out of any of the following materials: A. Masonry or brick. B. Wire mesh, a minimum of nine gauge with posts not more than 10 feet apart. C. Pickets, not less than ¾ of an inch thick if wood or twenty gauge if metal, with posts not more than 10 feet apart. D. All gates or door openings through any fence required to be erected under this Section shall be equipped with a self-closing and self-latching device for keeping the gate or door securely closed at all times when not in actual use, except that the door for any dwelling which forms a part of the fence enclosure need not be so equipped. 4. Structures which are not capable of holding water in excess of 2 feet in depth need not be surrounded by a fence if the structures are emptied of all water when not|True
220|847|§5-304 1.11.3 Unsafe Conditions|All structures or existing equipment that are or hereafter become unsafe or deficient because of inadequate means of egress facilities, or that constitute a fire hazard or are otherwise dangerous to human life or the public welfare, or that involve illegal or improper occupancy or inadequate maintenance, shall be deemed unsafe. A vacant structure that is not secured against entry shall be deemed unsafe. Unsafe structures or equipment shall be reported to the building code official, who shall take appropriate|True
221|847|§1.12.1. Imminent Danger|When, in the opinion of the Code Enforcement Officer, there is imminent danger to the occupants or those in the proximity of any structure or premises because of unsafe conditions, or inadequacy of any means of egress, the presence of immediate evacuation of said structure or premises. All occupants so notified shall immediately leave the structure or premises and persons shall not enter or re-enter until authorized to do so by the Code Enforcement Officer.|True
222|847|§20-104. Standards for Storage of Solid Waste|1. The storage of all solid waste shall be practiced so as to prevent the attraction, harborage or breeding of insects or rodents, and to eliminate conditions harmful to public health or which create safety hazards, odors, unsightliness or public nuisances. 2. Any person producing municipal waste shall provide a sufficient number of approved containers to store all waste materials generated during periods between regularly scheduled collections, and shall place and store all waste materials therein. 3. Any person storing municipal waste for collection shall comply with the following preparation standards: A. All municipal waste shall be drained of free liquids before being placed in storage containers. B. All garbage or other putrescible waste shall be securely wrapped in paper, plastic or similar material or placed in properly tied plastic bags. C. All cans, bottles or other food containers should be rinsed free of food particles and drained before being placed in storage containers. D. Garden clippings and tree trimmings shall be placed in approved containers or shall be cut and tied securely into bundles. Bundles shall be not more than 4 feet in length, not more than 2 feet in diameter and not more than 40 pounds in weight. E. Newspapers and magazines shall be placed in approved containers or shall be tied securely into bundles of not more than 40 pounds in weight. F. When specified by the Borough or its designated representative, special preparation and storage procedures may be required to facilitate the collection and resource recovery of certain waste materials. 4. All municipal waste shall be stored in containers approved by the Borough or its designated representative. Individual containers and bulk containers utilized for storage of municipal waste shall comply with the following standards: A. Reusable containers shall be constructed of durable, watertight, rust and corrosion resistant material such as plastic, metal or fiberglass, in such a manner as to be leak-proof, insect-proof and rodent-proof. B. Reusable containers for individual residences shall have a tight-fitting cover and suitable lifting handles to facilitate collection. C. Reusable containers for individual residences shall have a capacity of not less than 10 gallons nor more than 40 gallons, and a loaded weight of not more than 40 pounds. D. Disposable plastic bags or sacks are acceptable containers provided the bags are designated for waste disposal. Plastic bags shall have sufficient wall strength to maintain physical integrity when lifted by the top, shall be securely tied at the top for collection, and shall have a capacity of not more than 30 gallons and a loaded weight of not more than 35 pounds. E. All containers, either reusable or disposable, shall also comply with the minimum standards established by the National Sanitation Foundation. 5. Any person storing municipal waste for collection shall comply with the following storage standards: A. Containers shall be kept tightly sealed or covered at all times. Solid waste shall not protrude or extend above the top of the container. B. Reusable containers shall be kept in a sanitary condition at all times. The interior of the containers shall be thoroughly cleaned, rinsed, drained and disinfected, as often as necessary, to prevent the accumulation of liquid residues or solids on the bottom or sides of the containers. C. Containers shall be used and maintained so as to prevent public nuisances. D. Containers that do not conform to the standard of this Part or which have sharp edges, ragged edges or any other defect that may hamper or injure collection personnel shall be promptly replaced by the owner upon notice from the Borough or its designated representative. E. Containers shall be placed by the owner or customer at a collection point specified by the Borough or its designated representative. F. With the exception of pick-up days, when the containers are placed out for collection, the containers shall be properly stored and secured on the owner or customer premises at all times. [Ord. 978] G. Bulk waste items such as furniture, automobile parts, machinery, appliances and tires shall be stored in a manner that will prevent the accumulation or collection of water, the harborage of rodents, safety hazards and fire hazards and in such manner as to not block sidewalks, streets, alleys or other passageways. 6. The storage of all municipal waste from multifamily residential units, commercial establishments, institutions and industrial lunchroom or office waste sources is subject to the regulations and standards set forth in this Part. The type, size and placement requirements for bulk containers shall be determined by the waste generator and the waste hauler, and are subject to approval by the Borough.|True
223|847|§21-302. Duty of Property Owners to Repair Sidewalks.|Every owner of property in the Borough shall, on 30 days notice from the Borough Council, which notice may be written or printed, or partly written and partly printed, repair the sidewalk in the manner stipulated in such notice in front of and/or alongside such property. Provided, where a nuisance results from the condition of a sidewalk, and the safety of pedestrians is immediately jeopardized, the Borough may abate the nuisance, with or without notice, and may collect the cost thereof in the same manner and to the same extent as in other cases of the abatement of nuisances. Provided further, the Borough shall also have the power to make emergency repairs to sidewalks, where such repairs can be made by an expenditure of not more than $500, following 48 hours notice, as authorized in the Borough Code, 53 P.S. §46806(b). (Ord. 646, 6/20/1962, §2; as amended by Ord. 978, 5/31/2011)|True
224|816|§220-2 Declaration of Nuisances|To place, throw or suffer to remain any object, thing, substance or matter on any public road, highway, thoroughfare, street, lane or alley in this borough which shall obstruct the same or shall in any manner impede or endanger travel thereon is hereby declared to be a public nuisance.|True
225|847|304.7|None|True
226|847|304.7 Roofs and Drainage|The roof and flashing shall be sound, tight and not have defects that admit rain. Roof drainage shall be adequate to prevent dampness or deterioration in the walls or interior of the structure. Drains, Gutters and Downspouts shall be maintained in good repair. Roof water shall not be discharged in a manner that creates a public nuisance.|True
227|847|§ 4-202 OCCUPANCY|No dwelling house, apartment or other living quarters, commercial establishment, building, premises or structure may be occupied when there is a change in status or change in occupancy, owner, occupant, or tenant after the date of this Part until such time as the owner or his agent has secured an occupancy permit.|True
228|847|§ 305.3 INTERIOR SURFACES|Interior surfaces, including windows and doors, shall be maintained in good, clean and sanitary condition. Peeling, chipping, flaking or abraded paint shall be repaired, removed or covered. Cracked or loose plaster, decayed wood and other defective surface conditions shall be corrected.|True
229|821|§5-201. Adoption of the Property Maintenance Code|A certain document, a copy of which is on file in the office of the Secretary of the Borough of East McKeesport, being marked and designated as the International Property Maintenance Code of 2003, as amended, be and is hereby adopted as the Property Maintenance Code of the Borough of East McKeesport, County of Allegheny, Commonwealth of Pennsylvania; for the control of buildings and structures as herein provided; and each and all of the regulations, provisions, penalties, conditions, and terms of said International Property Maintenance Code are hereby referred to, adopted, and made a part hereof, as if set out in this Part, with the additions, insertions, deletions and changes, if any, prescribed in §5-202 of this Part.|True
230|821|301.2 Responsibility|The owner of the premises shall maintain the structures and exterior property in compliance with these requirements, except as otherwise provided for in this code. A person shall not occupy as owner-occupant or permit another person to occupy premises which are not in a sanitary and safe condition and which do not comply with the requirements of this chapter. Occupants of a dwelling unit, rooming unit or housekeeping unit are responsible for keeping in a clean, sanitary and safe condition that part of the dwelling unit, rooming unit, housekeeping unit or premises which they occupy and control.|True
231|821|301.3 Vacant Structures and Land|All vacant structures and premises thereof or vacant land shall be maintained in a clean, safe, secure and sanitary condition as provided herein so as not to cause a blighting problem or adversely affect the public health or safety.|True
232|821|302.1 Sanitation|All exterior property and premises shall be maintained in a clean, safe and sanitary condition. The occupant shall keep that part of the exterior property which such occupant occupies or controls in a clean and sanitary condition.|True
233|821|302.2 Grading and drainage|All premises shall be graded and maintained to prevent the erosion of soil and to prevent the accumulation of stagnant water thereon, or within any structure located thereon. Exception: Approved retention areas and reservoirs.|True
234|821|302.3 Sidewalks and driveways.|All sidewalks, walkways, stairs, driveways, parking spaces and similar areas shall be kept in a proper state of repair, and maintained free from hazardous conditions.|True
235|821|302.4 Weeds|All premises and exterior property shall be maintained free from weeds or plant growth in excess of eight inches. All noxious weeds shall be prohibited. Weeds shall be defined as all grasses, annual plants and vegetation, other than trees or shrubs provided; however, this term shall not include cultivated flowers and gardens. Upon failure of the owner or agent having charge of a property to cut and destroy weeds after service of a notice violation, they shall be subject to prosecution in accordance with Section 106.3 and as prescribed by the authority having jurisdiction. Upon failure to comply with the notice of violation, any duly authorized employee of the jurisdiction or contractor hired by the jurisdiction shall be authorized to enter upon the property in violation and cut and destroy the weeds growing thereon, and the costs of such removal shall be paid by the owner or agent responsible for the property.|True
236|821|302.5 Rodent harborage|All structures and exterior property shall be kept free from rodent harborage and infestation. Where rodents are found, they shall be promptly exterminated by approved processes which will not be injurious to human health. After extermination, proper precautions shall be taken to eliminate rodent harborage and prevent reinfestation.|True
237|821|302.6 Exhaust vents|Pipes, ducts, conductors, fans or blowers shall not discharge gases, steam, vapor, hot air, grease, smoke, odors or other gaseous or particulate wastes directly upon abutting or adjacent public or private property or that of another tenant.|True
238|821|302.7 Accessory structures.|All accessory structures, including detached garages, fences and walls, shall be maintained structurally sound and in good repair.|True
239|821|302.8 Motor vehicles|Except as provided for in other regulations, no inoperative or unlicensed motor vehicle shall be parked, kept or stored on any premises, and no vehicle shall at any time be in a state of major disassembly, disrepair, or in the process of being stripped or dismantled. Painting of vehicles is prohibited unless conducted inside an approved spray booth. Exception: A vehicle of any type is permitted to undergo major overhaul, including body work, provided that such work is performed inside a structure or similarly enclosed area designed and approved for such purposes.|True
240|821|302.9 Defacement of property|No person shall willfully or wantonly damage, mutilate or deface any exterior surface of any structure or building on any private or public property by placing thereon any marking, carving or graffiti. It shall be the responsibility of the owner to restore said surface to an approved state of maintenance and repair.|True
241|821|303.1 Swimming pools|Swimming pools shall be maintained in a clean and sanitary condition, and in good repair.|True
242|821|303.2 Enclosures|Private swimming pools, hot tubs and spas, containing water more than 24 inches (610 mm) in depth shall be completely surrounded by a fence or barrier at least 48 inches (1219 mm) in height above the finished ground level measured on the side of the barrier away from the pool. Gates and doors in such barriers shall be self-closing and self-latching. Where the self-latching device is less than 54 inches (1372 mm) above the bottom of the gate, the release mechanism shall be located on the pool side of the gate. Self-closing and self latching gates shall be maintained such that the gate will positively close and latch when released from an open position of 6 inches (152 mm) from the gatepost. No existing pool enclosure shall be removed, replaced or changed in a manner that reduces its effectiveness as a safety barrier|True
243|821|304.2 Protective treatment|All exterior surfaces, including but not limited to, doors, door and window frames, cornices, porches, trim, balconies, decks and fences shall be maintained in good condition. Exterior wood surfaces, other than decay-resistant woods, shall be protected from the elements and decay by painting or other protective covering or treatment. Peeling, flaking and chipped paint shall be eliminated and surfaces repainted. All siding and masonry joints as well as those between the building envelope and the perimeter of windows, doors, and skylights shall be maintained weather resistant and water tight. All metal surfaces subject to rust or corrosion shall be coated to inhibit such rust and corrosion and all surfaces with rust or corrosion shall be stabilized and coated to inhibit future rust and corrosion. Oxidation stains shall be removed from exterior surfaces. Surfaces designed for stabilization by oxidation are exempt from this requirement.|True
244|821|304.3 Premises Identification|Buildings shall have approved address numbers placed in a position to be plainly legible and visible from the street or road fronting the property. These numbers shall contrast with their background. Address numbers shall be Arabic numerals or alphabet letters. Numbers shall be a minimum of 4 inches (102 mm) high with a minimum stroke width of 0.5 inch (12.7 mm).|True
245|821|304.4 Structural members|All structural members shall be maintained free from deterioration, and shall be capable of safely supporting the imposed dead and live loads.|True
246|821|304.5 Foundation walls|All foundation walls shall be maintained plumb and free from open cracks and breaks and shall be kept in such condition so as to prevent the entry of rodents and other pests.|True
247|821|304.6 Exterior walls|All exterior walls shall be free from holes, breaks, and loose or rotting materials; and maintained weatherproof and properly surface coated where required to prevent deterioration.|True
248|821|304.7 Roofs and drainage|The roof and flashing shall be sound, tight and not have defects that admit rain. Roof drainage shall be adequate to prevent dampness or deterioration in the walls or interior portion of the structure. Roof drains, gutters and downspouts shall be maintained in good repair and free from obstructions. Roofwater shall not be discharged in a manner that creates a public nuisance.|True
249|821|304.8 Decorative features|All cornices, belt courses, corbels, terra cotta trim, wall facings and similar decorative features shall be maintained in good repair with proper anchorage and in a safe condition.|True
250|821|304.9 Overhang extensions|All overhang extensions including, but not limited to canopies, marquees, signs, metal awnings, fire escapes, standpipes and exhaust ducts shall be maintained in good repair and be properly anchored so as to be kept in a sound condition. When required, all exposed surfaces of metal or wood shall be protected from the elements and against decay or rust by periodic application of weather-coating materials, such as paint or similar surface treatment.|True
251|821|304.10 Stairways, decks, porches and balconies|Every exterior stairway, deck, porch and balcony, and all appurtenances attached thereto, shall be maintained structurally sound, in good repair, with proper anchorage and capable of supporting the imposed loads.|True
252|821|304.11 Chimneys and towers|All chimneys, cooling towers, smoke stacks, and similar appurtenances shall be maintained structurally safe and sound, and in good repair. All exposed surfaces of metal orwood shall be protected from the elements and against decay or rust by periodic application of weather-coating materials, such as paint or similar surface treatment.|True
253|821|304.12 Handrails and guards|Every handrail and guard shall be firmly fastened and capable of supporting normally imposed loads and shall be maintained in good condition.|True
254|821|304.13 Window, skylight and door frames|Every window, skylight, door and frame shall be kept in sound condition, good repair and weather tight.|True
255|821|304.13.1 Glazing|All glazing materials shall be maintained free from cracks and holes.|True
256|821|304.13.2 Openable windows|Every window, other than a fixed window, shall be easily openable and capable of being held in position by window hardware.|True
257|821|304.14 Insect screens|During the period from April 1 to September 30 every door, window and other outside opening required for ventilation of habitable rooms, food preparation areas, food service areas or any areas where products to be included or utilized in food for human consumption are processed, manufactured, packaged or stored, shall be supplied with approved tightly fitting screens of not less than 16 mesh per inch (16 mesh per 25 mm) and every swinging door shall have a self closing device in good working condition.|True
258|821|304.15 Doors|All exterior doors, door assemblies and hardware shall be maintained in good condition. Locks at all entrances to dwelling units, rooming units and guestrooms shall tightly secure the door. Locks on means of egress doors shall be in accordance with Section 702.3.|True
259|821|304.16 Basement hatchways|Every basement hatchway shall be maintained to prevent the entrance of rodents, rain and surface drainage water.|True
260|821|304.17 Guards for basement windows|Every basement window that is openable shall be supplied with rodent shields, storm windows or other approved protection against the entry of rodents.|True
261|821|304.18 Building security|Doors, windows or hatchways for dwelling units, room units or housekeeping units shall be provided with devices designed to provide security for the occupants and property within.|True
262|821|306.1 General|Every exterior and interior flight of stairs having more than four risers shall have a handrail on one side of the stair and every open portion of a stair, landing, balcony, porch, deck, ramp or other walking surface which is more than 30 inches (762 mm) above the floor or grade below shall have guards. Handrails shall not be less than 30 inches (762 mm) high or more than 42 inches (1067 mm) high measured vertically above the nosing of the tread or above the finished floor of the landing or walking surfaces. Guards shall not be less than 30 inches (762 mm) high above the floor of the landing, balcony, porch, deck, or ramp or other walking surface. Exception: Guards shall not be required where exempted by the adopted building code.|True
263|821|307.1 Accumulation of rubbish or garbage|All exterior property and premises, and the interior of every structure, shall be free from any accumulation of rubbish or garbage.|True
264|821|307.2 Disposal of rubbish|Every occupant of a structure shall dispose of all rubbish in a clean and sanitary manner by placing such rubbish in approved containers.|True
265|821|307.2.1 Rubbish storage facilities|The owner of every occupied premises shall supply approved covered containers for rubbish, and the owner of the premises shall be responsible for the removal of rubbish.|True
266|821|307.2.2 Refrigerators|Refrigerators and similar equipment not in operation shall not be discarded, abandoned or stored on premises without first removing the doors.|True
267|821|307.3 Disposal of garbage|Every occupant of a structure shall dispose of garbage in a clean and sanitary manner by placing such garbage in an approved garbage disposal facility or approved garbage containers.|True
268|821|307.3.1 Garbage facilities|The owner of every dwelling shall supply one of the following: an approved mechanical food waste grinder in each dwelling unit; an approved incinerator unit in the structure available to the occupants in each dwelling unit; or an approved leak proof, covered, outside garbage container.|True
269|821|307.3.2 Containers|The operator of every establishment producing garbage shall provide, and at all times cause to be utilized, approved leakproof containers provided with close-fitting covers for the storage of such materials until removed from the premises for disposal.|True
270|821|308.1 Infestation|All structures shall be kept free from insect and rodent infestation. All structures in which insects or rodents are found shall be promptly exterminated by approved processes that will not be injurious to human health. After extermination, proper precautions shall be taken to prevent reinfestation|True
271|821|308.2 Owner|The owner of any structure shall be responsible for extermination within the structure prior to renting or leasing the structure.|True
272|821|308.3 Single occupant|The occupant of a one-family dwelling or of a single-tenant nonresidential structure shall be responsible for extermination on the premises.|True
273|821|308.4 Multiple occupancy|The owner of a structure containing two or more dwelling units, a multiple occupancy, a rooming house or a nonresidential structure shall be responsible for extermination in the public or shared areas of the structure and exterior property. If infestation is caused by failure of an occupant to prevent such infestation in the area occupied, the occupant shall be responsible for extermination.|True
274|821|308.5 Occupant|The occupant of any structure shall be responsible for the continued rodent and pest-free condition of the structure. Exception: Where the infestations are caused by defects in the structure, the owner shall be responsible for extermination.|True
275|821|§10-301. Prohibiting Certain Growth|No person, firm or corporation as owner or occupant in possession of any property within the Borough of East McKeesport shall permit any grass, weeds or other noxious vegetation whatsoever, not edible or planted for some useful or ornamental purpose whatsoever to grow or remain upon such premises in excess of a height of 6 inches or to throw off any unpleasant or noxious odor or to conceal any noxious and filthy deposit or to create and produce pollen nor permit any ornamental tree, shrub or other vegetation planted upon the property line at street intersections to remain untrimmed so as to interfere with proper view of said intersection and the flow of traffic and in any event not to exceed a height of 3 feet above the average street level of the abutting streets.|True
276|821|§10-302. Nuisance|Any grass, weeds, ornamental tree or shrub or other vegetation growing upon any premises in said Borough in violation of §10-301 of this Part is hereby declared to be a nuisance and detrimental to the health, safety and welfare of the inhabitants of the Borough.|True
277|821|§10-602. Private Property Storage or Parking|The outdoor storage or parking of one or more junked motor vehicles or junk motor vehicle trailers, or any combination thereof, for a period of seven consecutive days on any lot or piece of ground within the Borough of East McKeesport is hereby declared to be a public nuisance per se and is prohibited.|True
278|821|§10-603. Public Property Storage or Parking|The outdoor storage or parking of any junked motor vehicle or junked motor vehicle trailer on any street or public property for a period of more than 72 hours is hereby declared a public nuisance per se and is prohibited.|True
279|821|§10-604. Notice/Costs|1. The East McKeesport Police Department shall notify the owners of the private property where such junked motor vehicles and/or junked motor vehicle trailers are unlawfully stored, directing that the same be removed within 10 days of such notice. Notice may be given by either regular first class United States Mail, by certified or registered mail, by personal service or by posting the premises. 2. If such junked motor vehicles and/or junked motor vehicle trailers are not so removed within the notice period, the East McKeesport Police Department shall cause the same to be done. All costs and expenses of such removal, together with a penalty of 10%, may be charged against the owner of the property from which the junked vehicles were removed.|True
280|821|§10-802. Yard Sale Permit Required|1. It shall be unlawful for any individual, group, or corporation to conduct within the Borough a yard sale or permit a yard sale to be held within the Borough on residential property under the individual, group, or corporation’s control without first obtaining a yard sale permit from the Borough. 2. Any individual, group, or corporation conducting a yard sale within the Borough or outside the Borough limits or any individual, group, or corporation posting advertisements within the Borough limits for a yard sale to be held inside or outside the Borough limits shall remove from within the Borough right-of-way all signs, flyers, posters, and bulletins no later than the date after the yard sale. Should the yard sale for any reason not be held all signs, flyers, posters, and bulletins advertising the yard sale, must be removed no later than the scheduled last day for the yard sale.|True
281|821|§11-101. Obtaining an Occupancy Permit|Any person, who hereinafter rents, purchases, owns or otherwise occupies any dwelling or commercial business place in the Borough of East McKeesport must apply for and obtain an occupancy permit in conformance with existing ordinances of the Borough of East McKeesport prior to said occupancy.|True
282|821|§11-107. Violation|1. It shall be a violation of this Part for any owner and/or his agent to lease, rent or otherwise permit the occupancy of any dwelling under his or their respective ownership and/or control without having first filed with the Borough Building Inspector or other appointed official, the notice of occupancy as set forth and required hereinabove. It shall further be a violation for any owner or his agent to collect rent or lease payments from any tenant for any dwelling unit or commercial business place without having first complied with the obligations of this Part. 2. It shall be a violation of this Part for any person to occupy any premises as an owner or otherwise without having first complied with this Part. 3. Each day in violation of the ordinance shall be a separate violation and subject to the maximum penalty provided herein.|True
283|821|§11-202. Owner’s Duties|It is the owner’s duty to keep and maintain all regulated rental units in compliance with all applicable codes, state laws, and provisions, and to keep all properties in safe condition. Every owner shall be responsible for regulating the activity and conduct of ever occupant of any rental unit they control in the borough.|True
284|847|§21-404 OBSTRUCTIONS AND ENCROACHMENTS ON SIDEWALKS RESTRICTED|It shall be unlawful for any person to build, construct or maintain any obstruction or encroachment upon or over any sidewalk in the Borough. whether the same be an awning, cellarway, cellar door, or any other projection, or any extension of a building, except as permitted in §§21-405–21-408 of this Part.|True
285|847|304.12 Handrails and Guards|Every handrail and guard shall be firmly fastened and capable of supporting normally impsed loads and shall be maintaied in good condition.|True
286|821|11-101 Obtaining an Occupancy Permit|Any person who herinafter rents, purchases, owns or otherwise occupies any dwelling or commercial business place in the borough of East McKeesport must apply for and obtain an occupancy permit in conformance with existing ordinances of the Borough of East McKeesport prior to said occupancy|True
287|847|§ 10-103 F PUBLIC NUISANCES, DRAINAGE|The draining or allowing to drain, by natural or artificial means, any foul or offensive liquid of any kind, from any premises into, upon or along any other premises, public right of way or public lands, except where provision has been made for the lawful drainage of such liquid in such manner and at such place. The existence of such drainage prior to the passage of this Part, shall not make such activity or condition lawful.|True
288|847|§ 10-103 H PUBLIC NUISANCES, SHOVELING MATERIAL ONTO THE ROAD|Pushing, shoveling or otherwise depositing snow, ice, mud, rocks, earth, manure, animal waste, cut vegetation or any combination thereof, upon the cartway or traveled portion of any highway, road, street or alley, maintained by the Borough, County or Commonwealth.|True
289|847|§ 11-101 RESIDENTIAL TENNANT REPORTING|All owners of rental properties including, but not limited to, those involving apartments, office buildings, and hotels collecting rentals and/or fees from tenants for all use, including temporary use, of commercial and/or residential space within the Borough of Pitcairn shall notify the Pitcairn Borough Office by submitting the names and addresses of all tenants.|True
290|847|§ 11-102 COMMERCIAL REPORT WRITING|All owners of rental properties including, but not limited to, those involving apartments, office buildings, and hotels, collecting rentals and/or fees from tenants foR all use, including temporary use, of commercial and/or residential space within the Borough of Pitcairn, shall notify the Pitcairn Borough Office by submitting the names and addresses of all tenants vacating the premises and also with the new names and addresses of tenants moving into the premises within 30 days of either the vacating of the premises or the new rental of a premises.|True
291|847|§ 4-202 OCCUPANCY|No dwelling house, apartment or other living quarters, commercial establishment, building, premises or structure may be occupied when there is a change in status or change in occupancy, owner, occupant, or tenant after the date of this Part until such time as the owner or his agent has secured an occupancy permit to be issued by the Building Code Official.|True
292|867|§ 138-2 PERMIT REQUIRED FOR OCCUPANCY|No person owning, controlling or authorizing occupancy of any structure shall occupy or allow another to occupy any dwelling unit, building or commercial premises within the Borough of Wilmerding without first securing an occupancy permit from the Wilmerding Borough Building Code Official, Building Inspector or appropriately designated person by the Borough of Wilmerding. A separate occupancy permit shall be applied for and issued for each individual dwelling unit, building unit or commercial premises. The property owner shall at all times be responsible for compliance and may not transfer this responsibility to a tenant.|True
293|847|§ 10-602. I. VECTOR CONTROL, STANDING WATER|To have, keep, maintain, cause or permit any collection of standing or flowing water in which mosquitoes breed or are likely to breed, unless such collection of water is treated or maintained so as effectually to prevent such breeding|True
294|847|304.1 EXTERIOR STRUCTURES|The exterior of a structure shall be maintained in good repair, structurally sound and sanitary so as not to pose a threat to the public health, safety or welfare|True
295|816|§252-11 Noncollectible Items|A. Noncollectible items: electronics (A list of such items shall be available at the Borough Office.), ashes (from wood-burning stoves, fireplaces, or coal stoves), automobiles or automobile parts, automobile tires and rims, bathtubs, building materials or broken concrete, soil, refuse and rubble from new construction, alterations or repair of buildings, stones, and trees or limbs exceeding three inches in diameter or three feet in length. B. Residents may contact the Borough Office to arrange for private disposal of these items at the homeowner's expense. If noncollectible trash is placed or stored for collection, and said trash (e.g., paint) spills and damages property, the offending owner will be held legally responsible for cleanup and repairs.|True
296|847|§6-301. Disorderly Conduct Prohibited.|Disorderly conduct, as defined in the Pennsylvania Crimes Code, 18 Pa.C.S.A. §5503, is hereby prohibited within the Borough. A person is guilty of disorderly conduct if he: A. Engages in fighting or in threatening, violent or tumultuous behavior. B. Makes unreasonable noise. C. Creates a hazardous or physically offensive condition by any act which serves no legitimate purpose of the actor. Provided: as used in this Section, the word “public” means affecting or likely to affect persons in a place to which the public or a substantial group has access. Among the places included are streets, alleys and sidewalks, transport facilities, schools, prisons, apartment houses, places of business or amusement, any neighborhood, or any premises which are open to the public.|True
297|847|308.1 Handrails and Guardrails general|Every exterior and interior flight of stairs having more than four risers shall have a handrail on one side of the stair and every open portion of a stair, landing, balcony, porch, deck, ramp or other walking surface that is 30 inches above the floor or grade below shall have guards. Handrails shall be not less than 30 inches in height or more than 42 inches in height measure vertically above the nosing of the tread or above the finished floor of the landing.|True
298|847|304.10 Stairways, Decks, Porches and Balconies|Every exterior stairway, deck, porch and balcony, and all appurtenances attached thereto, shall be maintained structurally sound, in good repair, with proper anchorage and capable of supporting the imposed loads.|True
299|847|304.9 Overhang Extensions.|Overhang extensions including but not limited to canopies marquees signs metal awnings fire escapes standpipes and exhaust ducts shall be maintained in good repair and properly anchored so as to be kept in a sound condition.|True
300|867|302.4 Protective Treatment|Exterior surfaces, Including but not limited to, doors door and window frames porches trim balconies decks and fences shall be maintained in good condition and with a protective treatment from the elements. All wood surfaces, other than decay-resistant woods, shall have a protective treatment. All chipping paint and damaged treatments shall be repaired. All exterior surfaces shall be maintaine water tight.|True
301|867|304.13 Window, Skylight, and Door Frames|Every window, skylight, door and frame shall be kept in sound condition, good repair and weather tight.|True
302|867|304.13.2 Openable Windows|Every window, other than a fixed window, shall be easily openable and capable of being held in position by window hardware.|True
303|867|304.15 Doors|Exterior doors, door assemblies, operator systems if provided and hardware shall be maintained in good condition. Locks at all entrances to dwelling units and sleeping units shall tightly secure the door.|True
304|867|304.16 Basement Hatchways|Every basement hatchway shall be maintained to prevent the entrance of rodents, rain and surface drainage|True
305|867|304.18 Building Security|Doors windows or hatchways for dwelling units, room units or housekeeping units shall be provided with devices designed to provide security for the occupants and property within|True
306|867|304.18.1 Door Security|Doors providing access to a dwelling unit, rooming unit or housekeeping unit that is rented, leased or let shall be equipped with a deadbolt lock designed to be readily openable from the side from which egress is to be made without the need for keys, special knowledge or effort and shall have a minimum lock throw of 1 inch.|True
307|867|305.1 Interior Structures General|The interior of a structure and equipment therein shall be maintained in good repair, structurally sound, and in a sanitary condition. Occupants shall keep the area of the structure that they occupy or control in a clean and sanitary condition. Every owner of a structure containing a rooming house housekeeping units, a hotel, a dormitory, two or more dwelling units or two or more nonresidential occupancies, shall maintain in clean and sanitary conitions the shared or public areas of the structure and exterior property|True
308|867|305.3 Interior Surfaces|Interior surfaces including windows and doors shall be maintained in good clean and sanitary condition. Peeling, chipping, flaking or abraded paint shall be repaired, removed or covered. Cracked or loose plaster, decaying wood, and other defective surface conditions shall be corrected.|True
309|867|305.4 Stairs and walking surfaces|Every stair, ramp, and landing, balcony, porch, deck or other walking surface shall be kept in sound condition and good repair.|True
310|867|305.6 Interior Doors|Every interior door shall fit reasonably well within its frame and shall be capable of being opened and closed by being properly and securely attached to jambs, headers or tracks as intended by the manufacturer.|True
311|867|308.1 Accumulation of rubbish or garbage|Exerior property and premises and interior of every structure shall be free from any accumulation of rubbish or garbage|True
312|867|308.2 Disposal of rubbish|Every occupant shall dispose of rubish in an approved container.|True
313|867|302.1 Sanitation|Exterior property and premises shall be maintained in a clean safe and sanitary condition.|True
314|867|302.7 Accessory Structures|Accessory structures, including detached garages fences and walls, shall be maintained structurally sound and in good repair.|True
315|867|504.1 Plumbing Systems and Fixtures|Plumbing fixtures shall be properly installed and maintained in working order, and shall be kept free from obstructions, leaks and defects and be capable of performing the function for which such plumbing fixtures are designed. Plumbing fixtures shall be maintained in s a safe sanitary and functional condition.|True
